| THETA | 1.401 | GO    | 98.87  | 88.64    | 506.5   | 506.7    | -0.218| 1025.3| 0.157 | -0.655| 0.000 | 4.044 | 18.12  | 21.51 |
| ALPHA | 0.040 | MAINTAIN| 0.000  | 0.000    | 0.000   | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000 |
| ALPHA | 0.057 | MAINTAIN| 0.000  | 0.564    | 0.000   | 0.009    | -0.009| -0.009| -0.009| -0.047| 0.000 | -0.489| 0.000  | -0.536|
| ALPHA | 0.063 | MAINTAIN| 0.000  | -0.407   | 0.000   | 0.007    | -0.007| -0.016| 0.002 | -0.035| 0.000 | 0.122 | 0.000  | 0.086 |
| ALPHA | 0.073 | MAINTAIN| 0.000  | 0.466    | 0.000   | 0.011    | -0.011| -0.028| -0.004| -0.059| 0.000 | -0.244| 0.000  | -0.304|
| ALPHA | 0.083 | MAINTAIN| 0.000  | -0.935   | 0.000   | 0.002    | -0.002| -0.031| 0.009 | -0.011| 0.000 | 0.489 | 0.000  | 0.477 |
| ALPHA | 0.093 | MAINTAIN| 0.000  | -1.632   | 0.000   | -0.014   | 0.014 | -0.016| 0.016 | 0.071 | 0.000 | 0.855 | 0.000  | 0.927 |
| ALPHA | 0.104 | MAINTAIN| 0.000  | -0.901   | 0.000   | -0.023   | 0.023 | 0.007 | 0.009 | 0.119 | 0.000 | 0.489 | 0.000  | 0.608 |
| ALPHA | 0.110 | MAINTAIN| 0.000  | -1.210   | 0.000   | -0.031   | 0.031 | 0.038 | 0.007 | 0.155 | 0.000 | 0.366 | 0.000  | 0.522 |
| ALPHA | 0.120 | MAINTAIN| 0.000  | -1.399   | 0.000   | -0.045   | 0.045 | 0.083 | 0.014 | 0.226 | 0.000 | 0.733 | 0.000  | 0.960 |
| ALPHA | 0.131 | MAINTAIN| 0.000  | -0.224   | 0.000   | -0.047   | 0.047 | 0.131 | 0.002 | 0.238 | 0.000 | 0.122 | 0.000  | 0.361 |
| ALPHA | 0.142 | MAINTAIN| 0.000  | 0.448    | 0.000   | -0.042   | 0.042 | 0.174 | -0.004| 0.214 | 0.000 | -0.244| 0.000  | -0.029|
| ALPHA | 0.152 | MAINTAIN| 0.000  | 0.932    | 0.000   | -0.033   | 0.033 | 0.207 | -0.009| 0.167 | 0.000 | -0.489| 0.000  | -0.321|
| ALPHA | 0.162 | MAINTAIN| 0.000  | 0.899    | 0.000   | -0.023   | 0.023 | 0.231 | -0.009| 0.119 | 0.000 | -0.489| 0.000  | -0.369|
| ALPHA | 0.173 | MAINTAIN| 0.000  | -0.224   | 0.000   | -0.026   | 0.026 | 0.257 | 0.002 | 0.131 | 0.000 | 0.122 | 0.000  | 0.253 |
| ALPHA | 0.179 | MAINTAIN| 0.000  | -2.284   | 0.000   | -0.040   | 0.040 | 0.298 | 0.014 | 0.202 | 0.000 | 0.733 | 0.000  | 0.936 |
| ALPHA | 0.190 | MAINTAIN| 0.000  | -3.361   | 0.000   | -0.076   | 0.076 | 0.374 | 0.035 | 0.382 | 0.000 | 1.834 | 0.000  | 2.216 |
| ALPHA | 0.201 | MAINTAIN| 0.000  | -4.270   | 0.000   | -0.121   | 0.121 | 0.496 | 0.045 | 0.608 | 0.000 | 2.323 | 0.000  | 2.931 |
| ALPHA | 0.211 | MAINTAIN| 0.000  | -1.792   | 0.000   | -0.140   | 0.140 | 0.637 | 0.019 | 0.704 | 0.000 | 0.978 | 0.000  | 1.682 |
| ALPHA | 0.222 | MAINTAIN| 0.000  | 2.022    | 0.000   | -0.119   | 0.119 | 0.756 | -0.021| 0.597 | 0.000 | -1.100| 0.000  | -0.503|
| ALPHA | 0.232 | MAINTAIN| 0.000  | 2.922    | 0.000   | -0.088   | 0.088 | 0.845 | -0.031| 0.441 | 0.000 | -1.589| 0.000  | -1.147|
| ALPHA | 0.243 | MAINTAIN| 0.000  | 3.585    | 0.000   | -0.050   | 0.050 | 0.895 | -0.038| 0.250 | 0.000 | -1.956| 0.000  | -1.705|
| ALPHA | 0.249 | MAINTAIN| 0.000  | 1.515    | 0.000   | -0.040   | 0.040 | 0.936 | -0.009| 0.202 | 0.000 | -0.489| 0.000  | -0.286|
| ALPHA | 0.260 | MAINTAIN| 0.000  | 3.470    | 0.000   | -0.002   | 0.002 | 0.938 | -0.038| 0.011 | 0.000 | -1.956| 0.000  | -1.944|
| ALPHA | 0.271 | MAINTAIN| 0.000  | 5.206    | 0.000   | 0.054    | -0.054| 0.883 | -0.057| -0.274| 0.000 | -2.934| 0.000  | -3.208|
| ALPHA | 0.282 | MAINTAIN| 0.000  | 2.820    | 0.000   | 0.085    | -0.085| 0.797 | -0.031| -0.429| 0.000 | -1.589| 0.000  | -2.019|
| ALPHA | 0.293 | MAINTAIN| 0.000  | 4.338    | 0.000   | 0.133    | -0.133| 0.663 | -0.047| -0.668| 0.000 | -2.445| 0.000  | -3.114|
| ALPHA | 0.300 | MAINTAIN| 0.000  | 3.807    | 0.000   | 0.157    | -0.157| 0.506 | -0.023| -0.788| 0.000 | -1.222| 0.000  | -2.010|
| ALPHA | 0.311 | MAINTAIN| 0.000  | 3.904    | 0.000   | 0.200    | -0.200| 0.305 | -0.042| -1.002| 0.000 | -2.200| 0.000  | -3.203|
| ALPHA | 0.322 | MAINTAIN| 0.000  | 3.037    | 0.000   | 0.234    | -0.234| 0.071 | -0.033| -1.170| 0.000 | -1.711| 0.000  | -2.881|
| ALPHA | 0.333 | MAINTAIN| 0.000  | 2.820    | 0.000   | 0.265    | -0.265| -0.193| -0.031| -1.325| 0.000 | -1.589| 0.000  | -2.914|
| ALPHA | 0.339 | MAINTAIN| 0.000  | 1.514    | 0.000   | 0.274    | -0.274| -0.468| -0.009| -1.373| 0.000 | -0.488| 0.000  | -1.862|
| ALPHA | 0.350 | MAINTAIN| 0.000  | 1.735    | 0.000   | 0.293    | -0.293| -0.761| -0.019| -1.468| 0.000 | -0.978| 0.000  | -2.446|
| ALPHA | 0.361 | MAINTAIN| 0.000  | -1.301   | 0.000   | 0.279    | -0.279| -1.041| 0.014 | -1.396| 0.000 | 0.733 | 0.000  | -0.663|
| ALPHA | 0.372 | MAINTAIN| 0.000  | -1.952   | 0.000   | 0.257    | -0.257| -1.299| 0.021 | -1.289| 0.000 | 1.100 | 0.000  | -0.189|
| ALPHA | 0.383 | MAINTAIN| 0.000  | -4.338   | 0.000   | 0.210    | -0.210| -1.509| 0.047 | -1.050| 0.000 | 2.445 | 0.000  | 1.394 |
| ALPHA | 0.389 | MAINTAIN| 0.000  | -2.272   | 0.000   | 0.195    | -0.195| -1.705| 0.014 | -0.979| 0.000 | 0.733 | 0.000  | -0.245|
| ALPHA | 0.400 | MAINTAIN| 0.000  | -2.603   | 0.000   | 0.167    | -0.167| -1.872| 0.028 | -0.835| 0.000 | 1.467 | 0.000  | 0.631 |
| ALPHA | 0.411 | MAINTAIN| 0.000  | -3.687   | 0.000   | 0.126    | -0.126| -1.998| 0.040 | -0.632| 0.000 | 2.078 | 0.000  | 1.445 |
| ALPHA | 0.422 | MAINTAIN| 0.000  | -2.169   | 0.000   | 0.102    | -0.102| -2.101| 0.023 | -0.513| 0.000 | 1.222 | 0.000  | 0.709 |
| ALPHA | 0.433 | MAINTAIN| 0.000  | -2.386   | 0.000   | 0.076    | -0.076| -2.177| 0.026 | -0.382| 0.000 | 1.344 | 0.000  | 0.962 |
| ALPHA | 0.440 | MAINTAIN| 0.000  | -0.378   | 0.000   | 0.074    | -0.074| -2.251| 0.002 | -0.370| 0.000 | 0.122 | 0.000  | -0.247|
| ALPHA | 0.451 | MAINTAIN| 0.000  | -2.169   | 0.000   | 0.050    | -0.050| -2.302| 0.023 | -0.250| 0.000 | 1.222 | 0.000  | 0.971 |
| ALPHA | 0.462 | MAINTAIN| 0.000  | 1.740    | 0.000   | 0.069    | -0.069| -2.371| -0.019| -0.346| 0.000 | -0.978| 0.000  | -1.324|
| ALPHA | 0.473 | MAINTAIN| 0.000  | 1.946    | 0.000   | 0.090    | -0.090| -2.462| -0.021| -0.453| 0.000 | -1.100| 0.000  | -1.554|
| ALPHA | 0.479 | MAINTAIN| 0.000  | -3.807   | 0.000   | 0.066    | -0.066| -2.528| 0.023 | -0.334| 0.000 | 1.222 | 0.000  | 0.888 |
| ALPHA | 0.490 | MAINTAIN| 0.000  | -2.820   | 0.000   | 0.035    | -0.035| -2.564| 0.031 | -0.179| 0.000 | 1.589 | 0.000  | 1.410 |
| ALPHA | 0.501 | MAINTAIN| 0.000  | 0.867    | 0.000   | 0.045    | -0.045| -2.610| -0.009| -0.226| 0.000 | -0.489| 0.000  | -0.715|
| ALPHA | 0.512 | MAINTAIN| 0.000  | -1.735   | 0.000   | 0.026    | -0.026| -2.636| 0.019 | -0.131| 0.000 | 0.978 | 0.000  | 0.846 |
| ALPHA | 0.523 | MAINTAIN| 0.000  | -0.650   | 0.000   | 0.019    | -0.019| -2.655| 0.007 | -0.095| 0.000 | 0.366 | 0.000  | 0.271 |
| ALPHA | 0.529 | MAINTAIN| 0.000  | 0.378    | 0.000   | 0.021    | -0.021| -2.676| -0.002| -0.107| 0.000 | -0.122| 0.000  | -0.229|
| ALPHA | 0.540 | MAINTAIN| 0.000  | 1.952    | 0.000   | 0.042    | -0.042| -2.719| -0.021| -0.214| 0.000 | -1.100| 0.000  | -1.315|
| ALPHA | 0.551 | MAINTAIN| 0.000  | 2.168    | 0.000   | 0.066    | -0.066| -2.786| -0.023| -0.334| 0.000 | -1.222| 0.000  | -1.556|
| ALPHA | 0.562 | MAINTAIN| 0.000  | 1.527    | 0.000   | 0.083    | -0.083| -2.870| -0.016| -0.417| 0.000 | -0.855| 0.000  | -1.273|
| ALPHA | 0.569 | MAINTAIN| 0.000  | -0.757   | 0.000   | 0.078    | -0.078| -2.949| 0.004 | -0.394| 0.000 | 0.244 | 0.000  | -0.149|
| ALPHA | 0.580 | MAINTAIN| 0.000  | -0.650   | 0.000   | 0.071    | -0.071| -3.020| 0.007 | -0.358| 0.000 | 0.366 | 0.000  | 0.008 |
| ALPHA | 0.591 | MAINTAIN| 0.000  | 1.301    | 0.000   | 0.085    | -0.085| -3.106| -0.014| -0.429| 0.000 | -0.733| 0.000  | -1.163|
| ALPHA | 0.602 | MAINTAIN| 0.000  | 4.555    | 0.000   | 0.136    | -0.136| -3.242| -0.050| -0.680| 0.000 | -2.567| 0.000  | -3.248|
| ALPHA | 0.613 | MAINTAIN| 0.000  | 2.386    | 0.000   | 0.162    | -0.162| -3.405| -0.026| -0.811| 0.000 | -1.344| 0.000  | -2.156|
| ALPHA | 0.619 | MAINTAIN| 0.000  | 0.378    | 0.000   | 0.164    | -0.164| -3.570| -0.002| -0.823| 0.000 | -0.122| 0.000  | -0.946|
| ALPHA | 0.630 | MAINTAIN| 0.000  | 1.518    | 0.000   | 0.181    | -0.181| -3.751| -0.016| -0.907| 0.000 | -0.855| 0.000  | -1.763|
| ALPHA | 0.641 | MAINTAIN| 0.000  | 3.698    | 0.000   | 0.222    | -0.222| -3.973| -0.040| -1.110| 0.000 | -2.078| 0.000  | -3.188|
| ALPHA | 0.652 | MAINTAIN| 0.000  | 0.216    | 0.000   | 0.224    | -0.224| -4.198| -0.002| -1.122| 0.000 | -0.122| 0.000  | -1.244|
| ALPHA | 0.663 | MAINTAIN| 0.000  | -4.758   | 0.000   | 0.171    | -0.171| -4.370| 0.052 | -0.859| 0.000 | 2.689 | 0.000  | 1.829 |
| ALPHA | 0.669 | MAINTAIN| 0.000  | 12.94    | 0.000   | 0.253    | -0.253| -4.623| -0.081| -1.265| 0.000 | -4.156| 0.000  | -5.422|
| ALPHA | 0.680 | MAINTAIN| 0.000  | 20.11    | 0.000   | 0.475    | -0.475| -5.098| -0.222| -2.376| 0.000 | -11.37| 0.000  | -13.74|
| ALPHA | 0.691 | MAINTAIN| 0.000  | 20.60    | 0.000   | 0.702    | -0.702| -5.800| -0.226| -3.510| 0.000 | -11.61| 0.000  | -15.12|
| ALPHA | 0.702 | MAINTAIN| 0.000  | 4.581    | 0.000   | 0.752    | -0.752| -6.552| -0.050| -3.761| 0.000 | -2.567| 0.000  | -6.328|
| ALPHA | 0.709 | MAINTAIN| 0.000  | -3.030   | 0.000   | 0.733    | -0.733| -7.285| 0.019 | -3.665| 0.000 | 0.978 | 0.000  | -2.687|
| ALPHA | 0.720 | MAINTAIN| 0.000  | -4.338   | 0.000   | 0.685    | -0.685| -7.971| 0.047 | -3.426| 0.000 | 2.445 | 0.000  | -0.981|
| ALPHA | 0.731 | MAINTAIN| 0.000  | -3.687   | 0.000   | 0.644    | -0.644| -8.615| 0.040 | -3.223| 0.000 | 2.078 | 0.000  | -1.145|
| ALPHA | 0.742 | MAINTAIN| 0.000  | -2.811   | 0.000   | 0.613    | -0.613| -9.229| 0.031 | -3.068| 0.000 | 1.589 | 0.000  | -1.479|
| ALPHA | 0.753 | MAINTAIN| 0.000  | -0.433   | 0.000   | 0.608    | -0.608| -9.838| 0.004 | -3.044| 0.000 | 0.244 | 0.000  | -2.800|
| ALPHA | 0.759 | MAINTAIN| 0.000  | -2.272   | 0.000   | 0.594    | -0.594| -10.43| 0.014 | -2.973| 0.000 | 0.733 | 0.000  | -2.239|
| ALPHA | 0.770 | MAINTAIN| 0.000  | -11.79   | 0.000   | 0.463    | -0.463| -10.89| 0.131 | -2.316| 0.000 | 6.724 | 0.000  | 4.408 |
| ALPHA | 0.781 | MAINTAIN| 0.000  | -47.60   | 0.000   | -0.066   | 0.066 | -10.82| 0.530 | 0.334 | 0.000 | 27.14 | 0.000  | 27.47 |
| ALPHA | 0.792 | MAINTAIN| 0.000  | -2.150   | 0.000   | -0.090   | 0.090 | -10.73| 0.023 | 0.453 | 0.000 | 1.222 | 0.000  | 1.676 |
| ALPHA | 0.799 | MAINTAIN| 0.000  | -1.485   | 0.000   | -0.100   | 0.100 | -10.63| 0.009 | 0.501 | 0.000 | 0.489 | 0.000  | 0.990 |
| ALPHA | 0.810 | MAINTAIN| 0.000  | 2.580    | 0.000   | -0.071   | 0.071 | -10.56| -0.028| 0.358 | 0.000 | -1.467| 0.000  | -1.108|
| ALPHA | 0.821 | MAINTAIN| 0.000  | 8.148    | 0.000   | 0.019    | -0.019| -10.58| -0.090| -0.095| 0.000 | -4.646| 0.000  | -4.741|
| ALPHA | 0.832 | MAINTAIN| 0.000  | 8.148    | 0.000   | 0.109    | -0.109| -10.69| -0.090| -0.549| 0.000 | -4.646| 0.000  | -5.195|
| ALPHA | 0.839 | MAINTAIN| 0.000  | 2.238    | 0.000   | 0.124    | -0.124| -10.82| -0.014| -0.620| 0.000 | -0.733| 0.000  | -1.354|
| ALPHA | 0.850 | MAINTAIN| 0.000  | 2.573    | 0.000   | 0.152    | -0.152| -10.97| -0.028| -0.764| 0.000 | -1.467| 0.000  | -2.231|
| ALPHA | 0.861 | MAINTAIN| 0.000  | 1.936    | 0.000   | 0.174    | -0.174| -11.14| -0.021| -0.871| 0.000 | -1.100| 0.000  | -1.972|
| ALPHA | 0.872 | MAINTAIN| 0.000  | 1.715    | 0.000   | 0.193    | -0.193| -11.34| -0.019| -0.967| 0.000 | -0.978| 0.000  | -1.945|
| ALPHA | 0.878 | MAINTAIN| 0.000  | -1.120   | 0.000   | 0.186    | -0.186| -11.52| 0.007 | -0.931| 0.000 | 0.367 | 0.000  | -0.564|
| ALPHA | 0.889 | MAINTAIN| 0.000  | -1.929   | 0.000   | 0.164    | -0.164| -11.69| 0.021 | -0.823| 0.000 | 1.100 | 0.000  | 0.276 |
| ALPHA | 0.901 | MAINTAIN| 0.000  | -0.428   | 0.000   | 0.160    | -0.160| -11.85| 0.004 | -0.800| 0.000 | 0.244 | 0.000  | -0.555|
| ALPHA | 0.912 | MAINTAIN| 0.000  | -3.012   | 0.000   | 0.126    | -0.126| -11.97| 0.033 | -0.632| 0.000 | 1.712 | 0.000  | 1.079 |
| ALPHA | 0.918 | MAINTAIN| 0.000  | -1.118   | 0.000   | 0.119    | -0.119| -12.09| 0.007 | -0.597| 0.000 | 0.366 | 0.000  | -0.230|
| ALPHA | 0.929 | MAINTAIN| 0.000  | -3.215   | 0.000   | 0.083    | -0.083| -12.18| 0.035 | -0.417| 0.000 | 1.833 | 0.000  | 1.415 |
| ALPHA | 0.940 | MAINTAIN| 0.000  | -0.859   | 0.000   | 0.074    | -0.074| -12.25| 0.009 | -0.370| 0.000 | 0.489 | 0.000  | 0.119 |
| ALPHA | 0.952 | MAINTAIN| 0.000  | 0.428    | 0.000   | 0.078    | -0.078| -12.33| -0.004| -0.393| 0.000 | -0.244| 0.000  | -0.638|
| ALPHA | 0.963 | MAINTAIN| 0.000  | -1.504   | 0.000   | 0.062    | -0.062| -12.39| 0.016 | -0.310| 0.000 | 0.855 | 0.000  | 0.545 |
| ALPHA | 0.969 | MAINTAIN| 0.000  | 5.595    | 0.000   | 0.097    | -0.097| -12.49| -0.035| -0.489| 0.000 | -1.833| 0.000  | -2.323|
| ALPHA | 0.980 | MAINTAIN| 0.000  | 3.002    | 0.000   | 0.131    | -0.131| -12.62| -0.033| -0.656| 0.000 | -1.711| 0.000  | -2.368|
| ALPHA | 0.991 | MAINTAIN| 0.000  | 0.215    | 0.000   | 0.133    | -0.133| -12.75| -0.002| -0.668| 0.000 | -0.122| 0.000  | -0.791|
| ALPHA | 1.002 | MAINTAIN| 0.000  | 1.715    | 0.000   | 0.152    | -0.152| -12.91| -0.019| -0.764| 0.000 | -0.978| 0.000  | -1.742|
| ALPHA | 1.009 | MAINTAIN| 0.000  | 5.940    | 0.000   | 0.191    | -0.191| -13.10| -0.038| -0.955| 0.000 | -1.956| 0.000  | -2.911|
| ALPHA | 1.020 | MAINTAIN| 0.000  | -1.504   | 0.000   | 0.174    | -0.174| -13.27| 0.016 | -0.871| 0.000 | 0.855 | 0.000  | -0.016|
| ALPHA | 1.031 | MAINTAIN| 0.000  | -0.430   | 0.000   | 0.169    | -0.169| -13.44| 0.004 | -0.847| 0.000 | 0.245 | 0.000  | -0.602|
| ALPHA | 1.042 | MAINTAIN| 0.000  | 2.359    | 0.000   | 0.195    | -0.195| -13.64| -0.026| -0.979| 0.000 | -1.345| 0.000  | -2.324|
| ALPHA | 1.049 | MAINTAIN| 0.000  | 6.341    | 0.000   | 0.236    | -0.236| -13.87| -0.040| -1.182| 0.000 | -2.078| 0.000  | -3.260|
| ALPHA | 1.060 | MAINTAIN| 0.000  | 3.003    | 0.000   | 0.269    | -0.269| -14.14| -0.033| -1.349| 0.000 | -1.712| 0.000  | -3.061|
| ALPHA | 1.071 | MAINTAIN| 0.000  | 0.214    | 0.000   | 0.272    | -0.272| -14.42| -0.002| -1.361| 0.000 | -0.121| 0.000  | -1.483|
| ALPHA | 1.082 | MAINTAIN| 0.000  | -0.213   | 0.000   | 0.269    | -0.269| -14.69| 0.002 | -1.349| 0.000 | 0.121 | 0.000  | -1.227|
| ALPHA | 1.088 | MAINTAIN| 0.000  | 1.864    | 0.000   | 0.281    | -0.281| -14.97| -0.011| -1.408| 0.000 | -0.610| 0.000  | -2.019|
| ALPHA | 1.100 | MAINTAIN| 0.000  | -0.428   | 0.000   | 0.277    | -0.277| -15.24| 0.004 | -1.385| 0.000 | 0.244 | 0.000  | -1.140|
| ALPHA | 1.111 | MAINTAIN| 0.000  | 1.071    | 0.000   | 0.288    | -0.288| -15.53| -0.011| -1.444| 0.000 | -0.610| 0.000  | -2.055|
| ALPHA | 1.122 | MAINTAIN| 0.000  | -0.428   | 0.000   | 0.284    | -0.284| -15.82| 0.004 | -1.420| 0.000 | 0.243 | 0.000  | -1.177|
| ALPHA | 1.128 | MAINTAIN| 0.000  | -1.857   | 0.000   | 0.272    | -0.272| -16.09| 0.011 | -1.361| 0.000 | 0.611 | 0.000  | -0.749|
| ALPHA | 1.139 | MAINTAIN| 0.000  | -3.859   | 0.000   | 0.229    | -0.229| -16.32| 0.042 | -1.146| 0.000 | 2.200 | 0.000  | 1.054 |
| ALPHA | 1.150 | MAINTAIN| 0.000  | -1.286   | 0.000   | 0.214    | -0.214| -16.53| 0.014 | -1.074| 0.000 | 0.733 | 0.000  | -0.341|
| ALPHA | 1.161 | MAINTAIN| 0.000  | 0.432    | 0.000   | 0.219    | -0.219| -16.75| -0.004| -1.098| 0.000 | -0.244| 0.000  | -1.343|
| ALPHA | 1.168 | MAINTAIN| 0.000  | 4.455    | 0.000   | 0.248    | -0.248| -17.00| -0.028| -1.241| 0.000 | -1.467| 0.000  | -2.708|
| ALPHA | 1.179 | MAINTAIN| 0.000  | 0.430    | 0.000   | 0.253    | -0.253| -17.26| -0.004| -1.265| 0.000 | -0.244| 0.000  | -1.510|
| ALPHA | 1.190 | MAINTAIN| 0.000  | -1.929   | 0.000   | 0.231    | -0.231| -17.49| 0.021 | -1.158| 0.000 | 1.100 | 0.000  | -0.058|
| ALPHA | 1.201 | MAINTAIN| 0.000  | -3.646   | 0.000   | 0.191    | -0.191| -17.68| 0.040 | -0.955| 0.000 | 2.078 | 0.000  | 1.123 |
| ALPHA | 1.208 | MAINTAIN| 0.000  | -2.597   | 0.000   | 0.174    | -0.174| -17.85| 0.016 | -0.871| 0.000 | 0.855 | 0.000  | -0.016|
| ALPHA | 1.219 | MAINTAIN| 0.000  | -1.291   | 0.000   | 0.159    | -0.159| -18.01| 0.014 | -0.799| 0.000 | 0.734 | 0.000  | -0.065|
| ALPHA | 1.230 | MAINTAIN| 0.000  | -4.502   | 0.000   | 0.109    | -0.109| -18.12| 0.050 | -0.549| 0.000 | 2.567 | 0.000  | 2.017 |
| ALPHA | 1.241 | MAINTAIN| 0.000  | -2.796   | 0.000   | 0.078    | -0.078| -18.20| 0.031 | -0.393| 0.000 | 1.589 | 0.000  | 1.195 |
| ALPHA | 1.252 | MAINTAIN| 0.000  | -0.642   | 0.000   | 0.071    | -0.071| -18.27| 0.007 | -0.358| 0.000 | 0.366 | 0.000  | 0.008 |
| ALPHA | 1.259 | MAINTAIN| 0.000  | -0.372   | 0.000   | 0.069    | -0.069| -18.34| 0.002 | -0.346| 0.000 | 0.122 | 0.000  | -0.223|
| ALPHA | 1.270 | MAINTAIN| 0.000  | -0.427   | 0.000   | 0.064    | -0.064| -18.41| 0.004 | -0.322| 0.000 | 0.243 | 0.000  | -0.078|
| ALPHA | 1.280 | MAINTAIN| 0.000  | -0.446   | 0.000   | 0.059    | -0.059| -18.47| 0.004 | -0.298| 0.000 | 0.245 | 0.000  | -0.053|
| ALPHA | 1.291 | MAINTAIN| 0.000  | -0.444   | 0.000   | 0.054    | -0.054| -18.52| 0.004 | -0.274| 0.000 | 0.244 | 0.000  | -0.030|
| ALPHA | 1.298 | MAINTAIN| 0.000  | -1.475   | 0.000   | 0.045    | -0.045| -18.57| 0.009 | -0.226| 0.000 | 0.488 | 0.000  | 0.261 |
| ALPHA | 1.308 | MAINTAIN| 0.000  | -2.215   | 0.000   | 0.021    | -0.021| -18.59| 0.023 | -0.107| 0.000 | 1.223 | 0.000  | 1.116 |
| ALPHA | 1.319 | MAINTAIN| 0.000  | -1.770   | 0.000   | 0.002    | -0.002| -18.59| 0.019 | -0.011| 0.000 | 0.977 | 0.000  | 0.965 |
| ALPHA | 1.330 | MAINTAIN| 0.000  | -1.772   | 0.000   | -0.016   | 0.016 | -18.57| 0.019 | 0.083 | 0.000 | 0.978 | 0.000  | 1.062 |
| ALPHA | 1.341 | MAINTAIN| 0.000  | -0.885   | 0.000   | -0.026   | 0.026 | -18.55| 0.009 | 0.131 | 0.000 | 0.489 | 0.000  | 0.620 |
| ALPHA | 1.352 | MAINTAIN| 0.000  | -2.212   | 0.000   | -0.050   | 0.050 | -18.50| 0.023 | 0.250 | 0.000 | 1.221 | 0.000  | 1.472 |
| ALPHA | 1.358 | MAINTAIN| 0.000  | -0.744   | 0.000   | -0.054   | 0.054 | -18.44| 0.004 | 0.274 | 0.000 | 0.245 | 0.000  | 0.519 |
| ALPHA | 1.369 | MAINTAIN| 0.000  | -0.220   | 0.000   | -0.057   | 0.057 | -18.38| 0.002 | 0.286 | 0.000 | 0.121 | 0.000  | 0.408 |
| ALPHA | 1.380 | MAINTAIN| 0.000  | 0.665    | 0.000   | -0.050   | 0.050 | -18.33| -0.007| 0.250 | 0.000 | -0.367| 0.000  | -0.116|
| ALPHA | 1.390 | MAINTAIN| 0.000  | 0.663    | 0.000   | -0.042   | 0.042 | -18.29| -0.007| 0.214 | 0.000 | -0.366| 0.000  | -0.151|
| ALPHA | 1.401 | MAINTAIN| 0.000  | 0.452    | 0.000   | -0.038   | 0.038 | -18.25| -0.004| 0.191 | 0.000 | -0.244| 0.000  | -0.053|
------------------------------------------------------------------------------------------------------------------
aPG
