| THETA | 1.391 | GO      | -896.0 | -640.0   | 107.7  | 101.7    | 505.5   | 509.7    | -4.226| 132.7 | 0.117 | -12.67| 0.000 | 3.017 | 19.74  | 10.08 |
| THETA | 1.402 | GO      | -896.0 | -852.5   | 97.98  | 92.45    | 506.6   | 510.7    | -4.113| 128.6 | 0.112 | -12.34| 0.000 | 2.885 | 17.96  | 8.510 |
| THETA | 1.408 | GO      | -896.0 | -940.6   | 92.48  | 86.67    | 507.2   | 511.2    | -4.061| 124.6 | 0.052 | -12.18| 0.000 | 1.346 | 16.95  | 6.120 |
| THETA | 1.419 | GO      | -896.0 | -1556.9  | 82.76  | 69.78    | 508.1   | 512.0    | -3.867| 120.7 | 0.193 | -11.60| 0.000 | 4.954 | 15.17  | 8.527 |
| THETA | 1.429 | GO      | -896.0 | -1064.1  | 73.38  | 58.64    | 508.9   | 512.6    | -3.664| 117.0 | 0.203 | -10.99| 0.000 | 5.203 | 13.45  | 7.666 |
| THETA | 1.440 | GO      | -896.0 | -347.3   | 63.63  | 54.86    | 509.7   | 513.2    | -3.515| 113.5 | 0.148 | -10.54| 0.000 | 3.801 | 11.66  | 4.922 |
| THETA | 1.451 | GO      | -896.0 | -598.1   | 54.26  | 48.61    | 510.3   | 513.7    | -3.407| 110.1 | 0.108 | -10.22| 0.000 | 2.768 | 9.949  | 2.495 |
| THETA | 1.457 | GO      | -896.0 | -1032.3  | 48.44  | 41.90    | 510.6   | 514.0    | -3.346| 106.8 | 0.061 | -10.03| 0.000 | 1.571 | 8.882  | 0.414 |
| THETA | 1.468 | GO      | -896.0 | -68.78   | 39.03  | 41.18    | 511.1   | 514.4    | -3.319| 103.4 | 0.026 | -9.958| 0.000 | 0.686 | 7.158  | -2.113|
| THETA | 1.478 | GO      | -896.0 | -780.6   | 29.63  | 32.98    | 511.5   | 514.8    | -3.305| 100.1 | 0.014 | -9.916| 0.000 | 0.362 | 5.433  | -4.119|
| THETA | 1.489 | GO      | -896.0 | -666.6   | 19.91  | 25.75    | 511.7   | 515.0    | -3.316| 96.87 | -0.010| -9.948| 0.000 | -0.272| 3.651  | -6.569|
| THETA | 1.500 | GO      | -896.0 | -589.7   | 10.50  | 19.56    | 511.9   | 515.3    | -3.361| 93.51 | -0.045| -10.08| 0.000 | -1.171| 1.927  | -9.329|
| THETA | 1.510 | GO      | -896.0 | -539.9   | 1.134  | 13.91    | 511.9   | 515.4    | -3.446| 90.07 | -0.084| -10.33| 0.000 | -2.167| 0.207  | -12.29|
| THETA | 1.521 | GO      | 0.000  | -849.4   | 0.000  | 5.000    | 512.0   | 515.4    | -3.498| 86.57 | -0.051| -10.49| 0.000 | -1.325| 0.000  | -11.81|
| THETA | 1.531 | GO      | 0.000  | -615.2   | 0.000  | -1.377   | 512.0   | 515.4    | -3.483| 83.08 | 0.014 | -10.45| 0.000 | 0.365 | 0.000  | -10.08|
| THETA | 1.541 | GO      | 0.000  | -380.9   | 0.000  | -5.314   | 512.0   | 515.4    | -3.428| 79.65 | 0.054 | -10.28| 0.000 | 1.406 | 0.000  | -8.880|
| THETA | 1.547 | GO      | 0.000  | 155.1    | 0.000  | -4.385   | 512.0   | 515.4    | -3.402| 76.25 | 0.026 | -10.20| 0.000 | 0.671 | 0.000  | -9.536|
| THETA | 1.558 | GO      | 0.000  | 156.1    | 0.000  | -2.766   | 512.0   | 515.3    | -3.374| 72.88 | 0.028 | -10.12| 0.000 | 0.734 | 0.000  | -9.387|
| THETA | 1.568 | GO      | 0.000  | 44.87    | 0.000  | -2.302   | 512.0   | 515.3    | -3.350| 69.53 | 0.023 | -10.05| 0.000 | 0.609 | 0.000  | -9.441|
| THETA | 1.578 | GO      | 0.000  | -179.9   | 0.000  | -4.163   | 512.0   | 515.3    | -3.307| 66.22 | 0.043 | -9.921| 0.000 | 1.101 | 0.000  | -8.820|
| THETA | 1.589 | GO      | 0.000  | -287.2   | 0.000  | -7.140   | 512.0   | 515.2    | -3.233| 62.99 | 0.074 | -9.699| 0.000 | 1.895 | 0.000  | -7.804|
| THETA | 1.599 | GO      | 0.000  | -359.2   | 0.000  | -10.85   | 512.0   | 515.1    | -3.120| 59.87 | 0.112 | -9.362| 0.000 | 2.871 | 0.000  | -6.491|
| THETA | 1.609 | GO      | 0.000  | -134.8   | 0.000  | -12.24   | 512.0   | 514.9    | -2.994| 56.87 | 0.126 | -8.983| 0.000 | 3.240 | 0.000  | -5.742|
| THETA | 1.620 | GO      | 0.000  | 292.0    | 0.000  | -9.218   | 512.0   | 514.8    | -2.898| 53.97 | 0.095 | -8.696| 0.000 | 2.446 | 0.000  | -6.249|
| THETA | 1.630 | GO      | 0.000  | 288.6    | 0.000  | -6.235   | 512.0   | 514.8    | -2.834| 51.14 | 0.064 | -8.503| 0.000 | 1.650 | 0.000  | -6.853|
| THETA | 1.640 | GO      | 0.000  | 178.2    | 0.000  | -4.393   | 512.0   | 514.7    | -2.788| 48.35 | 0.045 | -8.366| 0.000 | 1.162 | 0.000  | -7.204|
| THETA | 1.651 | GO      | 0.000  | 158.0    | 0.000  | -2.755   | 512.0   | 514.7    | -2.760| 45.59 | 0.028 | -8.281| 0.000 | 0.731 | 0.000  | -7.549|
| THETA | 1.661 | GO      | 0.000  | 64.45    | 0.000  | -2.090   | 512.0   | 514.7    | -2.738| 42.85 | 0.021 | -8.216| 0.000 | 0.551 | 0.000  | -7.664|
| ALPHA | 0.037 | MAINTAIN| 0.000  | 0.000    | 0.000  | 0.000    | 0.000   | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000 |
| ALPHA | 0.043 | MAINTAIN| 0.000  | -71.97   | 0.000  | -0.414   | 0.000   | -0.002   | 0.002 | 0.002 | 0.002 | 0.011 | 0.000 | 0.122 | 0.000  | 0.134 |
| ALPHA | 0.060 | MAINTAIN| 0.000  | -24.66   | 0.000  | -0.836   | 0.000   | -0.016   | 0.016 | 0.019 | 0.014 | 0.083 | 0.000 | 0.733 | 0.000  | 0.817 |
| ALPHA | 0.070 | MAINTAIN| 0.000  | -31.68   | 0.000  | -1.162   | 0.000   | -0.028   | 0.028 | 0.047 | 0.011 | 0.143 | 0.000 | 0.611 | 0.000  | 0.754 |
| ALPHA | 0.080 | MAINTAIN| 0.000  | 0.350    | 0.000  | -1.158   | 0.000   | -0.040   | 0.040 | 0.088 | 0.011 | 0.202 | 0.000 | 0.611 | 0.000  | 0.814 |
| ALPHA | 0.091 | MAINTAIN| 0.000  | 44.98    | 0.000  | -0.695   | 0.000   | -0.047   | 0.047 | 0.136 | 0.007 | 0.238 | 0.000 | 0.366 | 0.000  | 0.605 |
| ALPHA | 0.101 | MAINTAIN| 0.000  | 23.18    | 0.000  | -0.448   | 0.000   | -0.052   | 0.052 | 0.188 | 0.004 | 0.262 | 0.000 | 0.244 | 0.000  | 0.507 |
| ALPHA | 0.112 | MAINTAIN| 0.000  | 132.7    | 0.000  | 0.924    | 0.000   | -0.042   | 0.042 | 0.231 | -0.009| 0.214 | 0.000 | -0.489| 0.000  | -0.274|
| ALPHA | 0.122 | MAINTAIN| 0.000  | 44.70    | 0.000  | 1.386    | 0.000   | -0.028   | 0.028 | 0.260 | -0.014| 0.143 | 0.000 | -0.733| 0.000  | -0.590|
| ALPHA | 0.133 | MAINTAIN| 0.000  | -108.7   | 0.000  | 0.223    | 0.000   | -0.026   | 0.026 | 0.286 | -0.002| 0.131 | 0.000 | -0.122| 0.000  | 0.009 |
| ALPHA | 0.143 | MAINTAIN| 0.000  | -103.9   | 0.000  | -0.891   | 0.000   | -0.035   | 0.035 | 0.322 | 0.009 | 0.179 | 0.000 | 0.489 | 0.000  | 0.668 |
| ALPHA | 0.149 | MAINTAIN| 0.000  | 15.52    | 0.000  | -0.798   | 0.000   | -0.040   | 0.040 | 0.362 | 0.004 | 0.202 | 0.000 | 0.244 | 0.000  | 0.447 |
| ALPHA | 0.160 | MAINTAIN| 0.000  | 12.11    | 0.000  | -0.668   | 0.000   | -0.047   | 0.047 | 0.410 | 0.007 | 0.238 | 0.000 | 0.366 | 0.000  | 0.605 |
| ALPHA | 0.171 | MAINTAIN| 0.000  | 125.2    | 0.000  | 0.670    | 0.000   | -0.040   | 0.040 | 0.451 | -0.007| 0.202 | 0.000 | -0.366| 0.000  | -0.163|
| ALPHA | 0.182 | MAINTAIN| 0.000  | -104.0   | 0.000  | -0.445   | 0.000   | -0.045   | 0.045 | 0.496 | 0.004 | 0.226 | 0.000 | 0.244 | 0.000  | 0.471 |
| ALPHA | 0.192 | MAINTAIN| 0.000  | 41.68    | 0.000  | 0.000    | 0.000   | -0.045   | 0.045 | 0.542 | -0.000| 0.226 | 0.000 | -0.000| 0.000  | 0.226 |
| ALPHA | 0.203 | MAINTAIN| 0.000  | 187.0    | 0.000  | 2.004    | 0.000   | -0.023   | 0.023 | 0.565 | -0.021| 0.119 | 0.000 | -1.100| 0.000  | -0.980|
| ALPHA | 0.209 | MAINTAIN| 0.000  | -20.39   | 0.000  | 1.875    | 0.000   | -0.011   | 0.011 | 0.577 | -0.011| 0.059 | 0.000 | -0.611| 0.000  | -0.551|
| ALPHA | 0.220 | MAINTAIN| 0.000  | 13.31    | 0.000  | 2.016    | 0.000   | 0.009    | -0.009| 0.568 | -0.021| -0.047| 0.000 | -1.100| 0.000  | -1.148|
| ALPHA | 0.231 | MAINTAIN| 0.000  | 20.33    | 0.000  | 2.234    | 0.000   | 0.033    | -0.033| 0.534 | -0.023| -0.167| 0.000 | -1.222| 0.000  | -1.389|
| ALPHA | 0.241 | MAINTAIN| 0.000  | -166.8   | 0.000  | 0.445    | 0.000   | 0.038    | -0.038| 0.496 | -0.004| -0.191| 0.000 | -0.244| 0.000  | -0.435|
| ALPHA | 0.252 | MAINTAIN| 0.000  | 174.0    | 0.000  | 2.372    | 0.000   | 0.064    | -0.064| 0.432 | -0.026| -0.322| 0.000 | -1.344| 0.000  | -1.667|
| ALPHA | 0.264 | MAINTAIN| 0.000  | 97.39    | 0.000  | 3.450    | 0.000   | 0.102    | -0.102| 0.329 | -0.038| -0.513| 0.000 | -1.956| 0.000  | -2.469|
| ALPHA | 0.270 | MAINTAIN| 0.000  | 169.1    | 0.000  | 4.522    | 0.000   | 0.131    | -0.131| 0.198 | -0.028| -0.656| 0.000 | -1.467| 0.000  | -2.123|
| ALPHA | 0.281 | MAINTAIN| 0.000  | -57.84   | 0.000  | 3.882    | 0.000   | 0.174    | -0.174| 0.023 | -0.042| -0.871| 0.000 | -2.200| 0.000  | -3.072|
| ALPHA | 0.292 | MAINTAIN| 0.000  | -310.8   | 0.000  | 0.430    | 0.000   | 0.179    | -0.179| -0.155| -0.004| -0.895| 0.000 | -0.244| 0.000  | -1.140|
| ALPHA | 0.303 | MAINTAIN| 0.000  | -175.2   | 0.000  | -1.509   | 0.000   | 0.162    | -0.162| -0.317| 0.016 | -0.811| 0.000 | 0.855 | 0.000  | 0.043 |
| ALPHA | 0.309 | MAINTAIN| 0.000  | -175.0   | 0.000  | -2.624   | 0.000   | 0.145    | -0.145| -0.463| 0.016 | -0.728| 0.000 | 0.855 | 0.000  | 0.127 |
| ALPHA | 0.321 | MAINTAIN| 0.000  | -249.9   | 0.000  | -5.392   | 0.000   | 0.085    | -0.085| -0.549| 0.059 | -0.429| 0.000 | 3.056 | 0.000  | 2.626 |
| ALPHA | 0.332 | MAINTAIN| 0.000  | 38.97    | 0.000  | -4.960   | 0.000   | 0.031    | -0.031| -0.580| 0.054 | -0.155| 0.000 | 2.812 | 0.000  | 2.656 |
| ALPHA | 0.343 | MAINTAIN| 0.000  | 116.8    | 0.000  | -3.666   | 0.000   | -0.009   | 0.009 | -0.570| 0.040 | 0.047 | 0.000 | 2.078 | 0.000  | 2.126 |
| ALPHA | 0.349 | MAINTAIN| 0.000  | -13.10   | 0.000  | -3.749   | 0.000   | -0.033   | 0.033 | -0.537| 0.023 | 0.167 | 0.000 | 1.222 | 0.000  | 1.389 |
| ALPHA | 0.360 | MAINTAIN| 0.000  | 222.4    | 0.000  | -1.301   | 0.000   | -0.047   | 0.047 | -0.489| 0.014 | 0.238 | 0.000 | 0.733 | 0.000  | 0.972 |
| ALPHA | 0.371 | MAINTAIN| 0.000  | 292.8    | 0.000  | 1.941    | 0.000   | -0.026   | 0.026 | -0.463| -0.021| 0.131 | 0.000 | -1.100| 0.000  | -0.969|
| ALPHA | 0.382 | MAINTAIN| 0.000  | 116.8    | 0.000  | 3.235    | 0.000   | 0.009    | -0.009| -0.472| -0.035| -0.047| 0.000 | -1.833| 0.000  | -1.881|
| ALPHA | 0.393 | MAINTAIN| 0.000  | -233.7   | 0.000  | 0.647    | 0.000   | 0.016    | -0.016| -0.489| -0.007| -0.083| 0.000 | -0.366| 0.000  | -0.450|
| ALPHA | 0.400 | MAINTAIN| 0.000  | -572.7   | 0.000  | -2.999   | 0.000   | -0.002   | 0.002 | -0.487| 0.019 | 0.011 | 0.000 | 0.978 | 0.000  | 0.990 |
| ALPHA | 0.411 | MAINTAIN| 0.000  | -218.0   | 0.000  | -5.407   | 0.000   | -0.062   | 0.062 | -0.425| 0.059 | 0.310 | 0.000 | 3.056 | 0.000  | 3.367 |
| ALPHA | 0.422 | MAINTAIN| 0.000  | -115.4   | 0.000  | -6.686   | 0.000   | -0.136   | 0.136 | -0.288| 0.074 | 0.680 | 0.000 | 3.790 | 0.000  | 4.470 |
| ALPHA | 0.433 | MAINTAIN| 0.000  | 137.3    | 0.000  | -5.161   | 0.000   | -0.193   | 0.193 | -0.095| 0.057 | 0.967 | 0.000 | 2.934 | 0.000  | 3.901 |
| ALPHA | 0.439 | MAINTAIN| 0.000  | -256.1   | 0.000  | -6.784   | 0.000   | -0.236   | 0.236 | 0.140 | 0.042 | 1.182 | 0.000 | 2.200 | 0.000  | 3.382 |
| ALPHA | 0.450 | MAINTAIN| 0.000  | 203.6    | 0.000  | -4.529   | 0.000   | -0.286   | 0.286 | 0.427 | 0.050 | 1.432 | 0.000 | 2.567 | 0.000  | 4.000 |
| ALPHA | 0.461 | MAINTAIN| 0.000  | 740.2    | 0.000  | 3.666    | 0.000   | -0.245   | 0.245 | 0.673 | -0.040| 1.229 | 0.000 | -2.078| 0.000  | -0.848|
| ALPHA | 0.472 | MAINTAIN| 0.000  | -38.95   | 0.000  | 3.235    | 0.000   | -0.210   | 0.210 | 0.883 | -0.035| 1.050 | 0.000 | -1.833| 0.000  | -0.783|
| ALPHA | 0.483 | MAINTAIN| 0.000  | -214.2   | 0.000  | 0.862    | 0.000   | -0.200   | 0.200 | 1.084 | -0.009| 1.002 | 0.000 | -0.489| 0.000  | 0.513 |
| ALPHA | 0.490 | MAINTAIN| 0.000  | 158.9    | 0.000  | 1.874    | 0.000   | -0.188   | 0.188 | 1.272 | -0.011| 0.943 | 0.000 | -0.611| 0.000  | 0.331 |
| ALPHA | 0.501 | MAINTAIN| 0.000  | 25.45    | 0.000  | 2.156    | 0.000   | -0.164   | 0.164 | 1.437 | -0.023| 0.823 | 0.000 | -1.222| 0.000  | -0.398|
| ALPHA | 0.512 | MAINTAIN| 0.000  | -0.001   | 0.000  | 2.156    | 0.000   | -0.140   | 0.140 | 1.578 | -0.023| 0.704 | 0.000 | -1.222| 0.000  | -0.518|
| ALPHA | 0.523 | MAINTAIN| 0.000  | -175.3   | 0.000  | 0.215    | 0.000   | -0.138   | 0.138 | 1.716 | -0.002| 0.692 | 0.000 | -0.122| 0.000  | 0.570 |
| ALPHA | 0.529 | MAINTAIN| 0.000  | -328.3   | 0.000  | -1.875   | 0.000   | -0.150   | 0.150 | 1.867 | 0.011 | 0.752 | 0.000 | 0.611 | 0.000  | 1.363 |
| ALPHA | 0.540 | MAINTAIN| 0.000  | -103.3   | 0.000  | -3.019   | 0.000   | -0.183   | 0.183 | 2.051 | 0.033 | 0.919 | 0.000 | 1.711 | 0.000  | 2.631 |
| ALPHA | 0.552 | MAINTAIN| 0.000  | -272.7   | 0.000  | -6.039   | 0.000   | -0.250   | 0.250 | 2.302 | 0.066 | 1.253 | 0.000 | 3.423 | 0.000  | 4.677 |
| ALPHA | 0.563 | MAINTAIN| 0.000  | -77.91   | 0.000  | -6.901   | 0.000   | -0.327   | 0.327 | 2.629 | 0.076 | 1.635 | 0.000 | 3.912 | 0.000  | 5.548 |
| ALPHA | 0.569 | MAINTAIN| 0.000  | 730.4    | 0.000  | -2.249   | 0.000   | -0.341   | 0.341 | 2.970 | 0.014 | 1.707 | 0.000 | 0.733 | 0.000  | 2.441 |
| ALPHA | 0.580 | MAINTAIN| 0.000  | 378.5    | 0.000  | 1.941    | 0.000   | -0.319   | 0.319 | 3.290 | -0.021| 1.599 | 0.000 | -1.100| 0.000  | 0.499 |
| ALPHA | 0.591 | MAINTAIN| 0.000  | 428.5    | 0.000  | 6.686    | 0.000   | -0.245   | 0.245 | 3.536 | -0.074| 1.229 | 0.000 | -3.790| 0.000  | -2.560|
| ALPHA | 0.602 | MAINTAIN| 0.000  | 19.47    | 0.000  | 6.901    | 0.000   | -0.169   | 0.169 | 3.706 | -0.076| 0.847 | 0.000 | -3.912| 0.000  | -3.064|
| ALPHA | 0.609 | MAINTAIN| 0.000  | -730.4   | 0.000  | 2.250    | 0.000   | -0.155   | 0.155 | 3.861 | -0.014| 0.776 | 0.000 | -0.733| 0.000  | 0.042 |
| ALPHA | 0.620 | MAINTAIN| 0.000  | 322.7    | 0.000  | 5.823    | 0.000   | -0.090   | 0.090 | 3.952 | -0.064| 0.453 | 0.000 | -3.301| 0.000  | -2.847|
| ALPHA | 0.631 | MAINTAIN| 0.000  | -253.2   | 0.000  | 3.019    | 0.000   | -0.057   | 0.057 | 4.009 | -0.033| 0.286 | 0.000 | -1.711| 0.000  | -1.425|
| ALPHA | 0.642 | MAINTAIN| 0.000  | -58.43   | 0.000  | 2.372    | 0.000   | -0.031   | 0.031 | 4.040 | -0.026| 0.155 | 0.000 | -1.344| 0.000  | -1.189|
| ALPHA | 0.653 | MAINTAIN| 0.000  | 272.7    | 0.000  | 5.391    | 0.000   | 0.028    | -0.028| 4.011 | -0.059| -0.143| 0.000 | -3.056| 0.000  | -3.199|
| ALPHA | 0.659 | MAINTAIN| 0.000  | -670.0   | 0.000  | 1.124    | 0.000   | 0.035    | -0.035| 3.976 | -0.007| -0.179| 0.000 | -0.366| 0.000  | -0.545|
| ALPHA | 0.670 | MAINTAIN| 0.000  | -627.5   | 0.000  | -5.823   | 0.000   | -0.028   | 0.028 | 4.004 | 0.064 | 0.143 | 0.000 | 3.301 | 0.000  | 3.444 |
| ALPHA | 0.681 | MAINTAIN| 0.000  | 331.1    | 0.000  | -2.156   | 0.000   | -0.052   | 0.052 | 4.057 | 0.023 | 0.262 | 0.000 | 1.222 | 0.000  | 1.485 |
| ALPHA | 0.692 | MAINTAIN| 0.000  | 389.5    | 0.000  | 2.156    | 0.000   | -0.028   | 0.028 | 4.085 | -0.023| 0.143 | 0.000 | -1.222| 0.000  | -1.079|
| ALPHA | 0.699 | MAINTAIN| 0.000  | 485.7    | 0.000  | 5.250    | 0.000   | 0.004    | -0.004| 4.081 | -0.033| -0.023| 0.000 | -1.711| 0.000  | -1.735|
| ALPHA | 0.710 | MAINTAIN| 0.000  | 149.1    | 0.000  | 6.901    | 0.000   | 0.081    | -0.081| 3.999 | -0.076| -0.405| 0.000 | -3.912| 0.000  | -4.318|
| ALPHA | 0.721 | MAINTAIN| 0.000  | -253.5   | 0.000  | 4.086    | 0.000   | 0.126    | -0.126| 3.873 | -0.045| -0.632| 0.000 | -2.323| 0.000  | -2.955|
| ALPHA | 0.732 | MAINTAIN| 0.000  | -96.33   | 0.000  | 3.019    | 0.000   | 0.159    | -0.159| 3.713 | -0.033| -0.799| 0.000 | -1.711| 0.000  | -2.511|
| ALPHA | 0.738 | MAINTAIN| 0.000  | 114.7    | 0.000  | 3.750    | 0.000   | 0.183    | -0.183| 3.529 | -0.023| -0.919| 0.000 | -1.222| 0.000  | -2.142|
| ALPHA | 0.750 | MAINTAIN| 0.000  | 89.86    | 0.000  | 4.744    | 0.000   | 0.236    | -0.236| 3.293 | -0.052| -1.182| 0.000 | -2.689| 0.000  | -3.871|
| ALPHA | 0.761 | MAINTAIN| 0.000  | -466.0   | 0.000  | -0.430   | 0.000   | 0.231    | -0.231| 3.061 | 0.004 | -1.158| 0.000 | 0.244 | 0.000  | -0.913|
| ALPHA | 0.772 | MAINTAIN| 0.000  | -708.1   | 0.000  | -8.339   | 0.000   | 0.138    | -0.138| 2.922 | 0.093 | -0.692| 0.000 | 4.768 | 0.000  | 4.075 |
| ALPHA | 0.783 | MAINTAIN| 0.000  | 2.184    | 0.000  | -8.314   | 0.000   | 0.045    | -0.045| 2.877 | 0.093 | -0.226| 0.000 | 4.767 | 0.000  | 4.541 |
| ALPHA | 0.789 | MAINTAIN| 0.000  | -78.19   | 0.000  | -8.822   | 0.000   | -0.011   | 0.011 | 2.889 | 0.057 | 0.059 | 0.000 | 2.934 | 0.000  | 2.994 |
| ALPHA | 0.801 | MAINTAIN| 0.000  | 863.8    | 0.000  | 0.852    | 0.000   | -0.002   | 0.002 | 2.891 | -0.009| 0.011 | 0.000 | -0.489| 0.000  | -0.477|
| ALPHA | 0.812 | MAINTAIN| 0.000  | -306.2   | 0.000  | -2.567   | 0.000   | -0.031   | 0.031 | 2.922 | 0.028 | 0.155 | 0.000 | 1.467 | 0.000  | 1.623 |
| ALPHA | 0.818 | MAINTAIN| 0.000  | 621.9    | 0.000  | 1.472    | 0.000   | -0.021   | 0.021 | 2.944 | -0.009| 0.107 | 0.000 | -0.489| 0.000  | -0.382|
| ALPHA | 0.830 | MAINTAIN| 0.000  | 21.17    | 0.000  | 1.709    | 0.000   | -0.002   | 0.002 | 2.946 | -0.019| 0.011 | 0.000 | -0.977| 0.000  | -0.965|
| ALPHA | 0.841 | MAINTAIN| 0.000  | 133.0    | 0.000  | 3.198    | 0.000   | 0.033    | -0.033| 2.913 | -0.035| -0.167| 0.000 | -1.834| 0.000  | -2.001|
| ALPHA | 0.852 | MAINTAIN| 0.000  | -361.7   | 0.000  | -0.852   | 0.000   | 0.023    | -0.023| 2.889 | 0.009 | -0.119| 0.000 | 0.489 | 0.000  | 0.369 |
| ALPHA | 0.858 | MAINTAIN| 0.000  | 17.63    | 0.000  | -0.738   | 0.000   | 0.019    | -0.019| 2.870 | 0.004 | -0.095| 0.000 | 0.244 | 0.000  | 0.149 |
| ALPHA | 0.870 | MAINTAIN| 0.000  | 256.3    | 0.000  | 2.132    | 0.000   | 0.042    | -0.042| 2.827 | -0.023| -0.214| 0.000 | -1.222| 0.000  | -1.437|
| ALPHA | 0.881 | MAINTAIN| 0.000  | 399.8    | 0.000  | 6.610    | 0.000   | 0.117    | -0.117| 2.710 | -0.074| -0.585| 0.000 | -3.790| 0.000  | -4.375|
| ALPHA | 0.892 | MAINTAIN| 0.000  | 212.2    | 0.000  | 8.980    | 0.000   | 0.217    | -0.217| 2.493 | -0.100| -1.086| 0.000 | -5.135| 0.000  | -6.221|
| ALPHA | 0.898 | MAINTAIN| 0.000  | -1042.9  | 0.000  | 2.205    | 0.000   | 0.231    | -0.231| 2.261 | -0.014| -1.158| 0.000 | -0.733| 0.000  | -1.891|
| ALPHA | 0.910 | MAINTAIN| 0.000  | -618.8   | 0.000  | -4.705   | 0.000   | 0.179    | -0.179| 2.082 | 0.052 | -0.895| 0.000 | 2.690 | 0.000  | 1.795 |
| ALPHA | 0.921 | MAINTAIN| 0.000  | 249.3    | 0.000  | -1.929   | 0.000   | 0.157    | -0.157| 1.924 | 0.021 | -0.788| 0.000 | 1.100 | 0.000  | 0.311 |
| ALPHA | 0.932 | MAINTAIN| 0.000  | 0.862    | 0.000  | -1.919   | 0.000   | 0.136    | -0.136| 1.788 | 0.021 | -0.680| 0.000 | 1.100 | 0.000  | 0.420 |
| ALPHA | 0.938 | MAINTAIN| 0.000  | 1031.3   | 0.000  | 4.780    | 0.000   | 0.167    | -0.167| 1.621 | -0.031| -0.835| 0.000 | -1.589| 0.000  | -2.425|
| ALPHA | 0.950 | MAINTAIN| 0.000  | -81.87   | 0.000  | 3.871    | 0.000   | 0.210    | -0.210| 1.411 | -0.042| -1.050| 0.000 | -2.200| 0.000  | -3.251|
| ALPHA | 0.961 | MAINTAIN| 0.000  | -878.6   | 0.000  | -5.970   | 0.000   | 0.143    | -0.143| 1.268 | 0.066 | -0.716| 0.000 | 3.423 | 0.000  | 2.707 |
| ALPHA | 0.972 | MAINTAIN| 0.000  | -95.24   | 0.000  | -7.036   | 0.000   | 0.064    | -0.064| 1.203 | 0.078 | -0.322| 0.000 | 4.035 | 0.000  | 3.712 |
| ALPHA | 0.978 | MAINTAIN| 0.000  | 1145.9   | 0.000  | 0.370    | 0.000   | 0.066    | -0.066| 1.136 | -0.002| -0.334| 0.000 | -0.122| 0.000  | -0.456|
| ALPHA | 0.990 | MAINTAIN| 0.000  | 328.6    | 0.000  | 4.051    | 0.000   | 0.112    | -0.112| 1.024 | -0.045| -0.561| 0.000 | -2.323| 0.000  | -2.884|
| ALPHA | 1.001 | MAINTAIN| 0.000  | -475.9   | 0.000  | -1.279   | 0.000   | 0.097    | -0.097| 0.926 | 0.014 | -0.489| 0.000 | 0.733 | 0.000  | 0.244 |
| ALPHA | 1.012 | MAINTAIN| 0.000  | 152.8    | 0.000  | 0.427    | 0.000   | 0.102    | -0.102| 0.823 | -0.004| -0.513| 0.000 | -0.244| 0.000  | -0.757|
| ALPHA | 1.018 | MAINTAIN| 0.000  | -66.19   | 0.000  | -0.002   | 0.000   | 0.102    | -0.102| 0.721 | 0.000 | -0.513| 0.000 | 0.000 | 0.000  | -0.512|
| ALPHA | 1.030 | MAINTAIN| 0.000  | -247.2   | 0.000  | -2.771   | 0.000   | 0.071    | -0.071| 0.649 | 0.031 | -0.358| 0.000 | 1.589 | 0.000  | 1.230 |
| ALPHA | 1.041 | MAINTAIN| 0.000  | -19.91   | 0.000  | -2.993   | 0.000   | 0.038    | -0.038| 0.611 | 0.033 | -0.191| 0.000 | 1.711 | 0.000  | 1.520 |
| ALPHA | 1.052 | MAINTAIN| 0.000  | 307.3    | 0.000  | 0.428    | 0.000   | 0.042    | -0.042| 0.568 | -0.004| -0.214| 0.000 | -0.244| 0.000  | -0.459|
| ALPHA | 1.058 | MAINTAIN| 0.000  | 216.7    | 0.000  | 1.836    | 0.000   | 0.054    | -0.054| 0.513 | -0.011| -0.274| 0.000 | -0.610| 0.000  | -0.885|
| ALPHA | 1.070 | MAINTAIN| 0.000  | 46.19    | 0.000  | 2.352    | 0.000   | 0.081    | -0.081| 0.432 | -0.026| -0.405| 0.000 | -1.345| 0.000  | -1.751|
| ALPHA | 1.081 | MAINTAIN| 0.000  | 37.47    | 0.000  | 2.772    | 0.000   | 0.112    | -0.112| 0.319 | -0.031| -0.561| 0.000 | -1.589| 0.000  | -2.151|
| ALPHA | 1.092 | MAINTAIN| 0.000  | 323.5    | 0.000  | 6.396    | 0.000   | 0.183    | -0.183| 0.136 | -0.071| -0.919| 0.000 | -3.667| 0.000  | -4.587|
| ALPHA | 1.099 | MAINTAIN| 0.000  | -875.6   | 0.000  | 0.736    | 0.000   | 0.188    | -0.188| -0.052| -0.004| -0.943| 0.000 | -0.243| 0.000  | -1.186|
| ALPHA | 1.110 | MAINTAIN| 0.000  | -408.4   | 0.000  | -3.837   | 0.000   | 0.145    | -0.145| -0.198| 0.042 | -0.728| 0.000 | 2.200 | 0.000  | 1.472 |
| ALPHA | 1.121 | MAINTAIN| 0.000  | -399.7   | 0.000  | -8.314   | 0.000   | 0.052    | -0.052| -0.250| 0.093 | -0.262| 0.000 | 4.767 | 0.000  | 4.505 |
